workplace_id,n_visits_5y,n_investigations_5y,days_since_last_visit,primary_naics,n_orders_5y,n_stop_work_5y,n_time_unknown_5y,pct_complied_5y,investigation_ratio,target_serious_2023
69008,13,4,38,623110.0,9,0,0,1.0,0.3076923076923077,0
69010,7,6,46,623110.0,4,0,0,1.0,0.8571428571428571,0
69012,5,4,305,622111.0,2,0,0,1.0,0.8,1
69013,31,16,207,622111.0,25,0,0,0.96,0.5161290322580645,0
69014,17,16,121,623110.0,9,2,2,0.7777777777777778,0.9411764705882353,0
69015,2,2,72,622111.0,0,0,0,,1.0,0
69027,7,6,579,623110.0,1,0,0,1.0,0.8571428571428571,0
69028,20,15,102,622310.0,4,0,0,1.0,0.75,0
69030,15,6,81,622111.0,6,1,1,0.8333333333333334,0.4,0
69033,5,4,227,622111.0,12,0,0,1.0,0.8,0
69040,44,38,9,622111.0,3,0,0,1.0,0.8636363636363636,0
69041,16,15,10,623110.0,18,0,0,1.0,0.9375,0
69055,2,2,333,622111.0,0,0,0,,1.0,0
69062,12,11,59,622111.0,1,0,0,1.0,0.9166666666666666,0
69070,7,3,949,623110.0,2,0,0,1.0,0.42857142857142855,0
69086,6,3,102,623110.0,1,0,0,1.0,0.5,0
69087,9,5,66,623110.0,0,0,0,,0.5555555555555556,0
69089,1,1,242,623110.0,0,0,0,,1.0,0
69090,11,6,214,622111.0,10,0,0,1.0,0.5454545454545454,0
69097,11,5,794,622310.0,10,0,0,1.0,0.45454545454545453,0
69099,8,7,159,622111.0,2,0,0,1.0,0.875,0
69101,3,0,743,622111.0,0,0,0,,0.0,0
69106,18,15,67,623110.0,14,1,1,0.9285714285714286,0.8333333333333334,0
69108,9,4,285,622111.0,5,0,0,1.0,0.4444444444444444,0
69109,18,16,158,622310.0,12,0,0,1.0,0.8888888888888888,0
69111,1,1,794,623110.0,0,0,0,,1.0,0
69116,6,0,32,622111.0,5,0,0,1.0,0.0,0
69120,11,4,255,622111.0,10,0,0,1.0,0.36363636363636365,0
69121,4,4,1119,622111.0,1,0,0,1.0,1.0,0
69122,8,4,109,623110.0,6,0,0,1.0,0.5,0
69125,2,1,354,622111.0,3,0,0,1.0,0.5,0
69127,8,4,102,623110.0,15,0,0,1.0,0.5,0
69129,8,3,165,623310.0,4,0,0,1.0,0.375,0
69130,14,7,109,622111.0,5,0,0,1.0,0.5,0
69131,7,0,380,622111.0,23,0,0,1.0,0.0,0
69136,8,5,158,622310.0,6,0,0,1.0,0.625,0
69139,15,15,67,622111.0,0,0,0,,1.0,0
69140,21,18,61,623110.0,1,0,0,1.0,0.8571428571428571,0
69141,28,27,73,622111.0,10,0,0,1.0,0.9642857142857143,0
69146,6,5,18,622111.0,7,0,0,1.0,0.8333333333333334,0
69156,16,14,248,622310.0,8,0,0,1.0,0.875,0
69157,5,3,591,622111.0,5,0,0,1.0,0.6,0
69158,6,4,38,622111.0,1,0,0,1.0,0.6666666666666666,0
69161,21,19,402,623110.0,1,0,0,1.0,0.9047619047619048,0
69162,30,27,65,623110.0,5,0,0,1.0,0.9,0
69165,2,2,219,813990.0,0,0,0,,1.0,0
69166,17,10,261,622111.0,19,3,3,0.8421052631578947,0.5882352941176471,0
69171,8,0,129,622111.0,13,0,0,1.0,0.0,0
69175,18,13,401,623110.0,5,0,0,1.0,0.7222222222222222,0
69176,4,1,197,623110.0,2,0,0,1.0,0.25,0
69178,11,4,379,622111.0,6,0,0,1.0,0.36363636363636365,0
69183,65,46,19,622111.0,106,1,1,0.9905660377358491,0.7076923076923077,0
69184,14,7,274,623110.0,16,0,0,1.0,0.5,0
69202,2,0,1265,622111.0,5,0,0,1.0,0.0,0
69203,4,2,212,622310.0,1,0,0,1.0,0.5,0
69204,18,17,149,623110.0,8,0,0,1.0,0.9444444444444444,0
69206,30,23,106,622111.0,4,0,0,1.0,0.7666666666666667,0
69207,16,14,275,623110.0,9,0,0,1.0,0.875,0
69209,6,4,71,623110.0,4,0,0,1.0,0.6666666666666666,0
69219,55,47,17,622111.0,40,0,0,1.0,0.8545454545454545,0
69222,3,2,241,623999.0,1,0,0,1.0,0.6666666666666666,0
69226,5,2,23,623110.0,5,0,0,1.0,0.4,0
69230,4,0,30,622111.0,4,0,0,1.0,0.0,0
69231,12,9,255,622310.0,4,0,0,1.0,0.75,0
69235,40,29,29,623110.0,14,0,0,1.0,0.725,0
69236,61,46,68,622111.0,59,0,0,1.0,0.7540983606557377,0
69237,12,2,80,622111.0,4,0,0,1.0,0.16666666666666666,0
69238,24,18,144,623110.0,7,0,0,1.0,0.75,0
69241,14,12,75,623110.0,5,0,0,1.0,0.8571428571428571,0
69244,2,0,1289,623999.0,3,1,1,0.6666666666666666,0.0,0
69248,10,6,109,623110.0,1,0,0,1.0,0.6,0
69249,7,4,137,623110.0,6,0,0,1.0,0.5714285714285714,0
69275,6,1,207,621990.0,15,0,0,1.0,0.16666666666666666,0
69373,4,4,254,621494.0,0,0,0,,1.0,0
69408,1,0,191,621510.0,0,0,0,,0.0,0
69432,3,3,821,621494.0,1,0,0,1.0,1.0,0
69480,8,4,229,621610.0,5,0,0,1.0,0.5,0
69487,12,12,129,621610.0,3,0,0,1.0,1.0,0
69488,6,6,754,621610.0,0,0,0,,1.0,0
69524,2,0,450,624310.0,5,0,0,1.0,0.0,0
69602,1,0,1873,623110.0,0,0,0,,0.0,0
69676,6,6,375,623222.0,0,0,0,,1.0,0
69685,7,6,23,623210.0,0,0,0,,0.8571428571428571,0
69706,8,6,397,623110.0,2,0,0,1.0,0.75,0
69711,7,4,101,442110.0,17,0,0,1.0,0.5714285714285714,0
69728,8,2,51,623110.0,14,0,0,1.0,0.25,0
69730,18,7,19,623110.0,21,0,0,1.0,0.3888888888888889,0
69731,14,13,131,623999.0,10,0,0,1.0,0.9285714285714286,0
69733,18,7,66,623110.0,8,0,0,1.0,0.3888888888888889,0
69736,5,3,59,623110.0,0,0,0,,0.6,0
69737,7,4,228,623110.0,2,0,0,1.0,0.5714285714285714,0
69752,22,20,71,623110.0,3,0,0,0.6666666666666666,0.9090909090909091,0
69753,14,14,120,623110.0,4,0,0,1.0,1.0,0
69756,12,7,24,623310.0,6,0,0,1.0,0.5833333333333334,0
69757,15,10,234,623310.0,5,0,0,1.0,0.6666666666666666,0
69765,20,18,157,623110.0,2,0,0,1.0,0.9,0
69767,3,2,464,623110.0,2,0,0,1.0,0.6666666666666666,0
69768,5,5,332,623999.0,3,0,0,1.0,1.0,0
69770,8,7,53,623110.0,2,0,0,1.0,0.875,0
69771,15,11,37,621610.0,5,0,0,1.0,0.7333333333333333,0
69774,11,9,776,623110.0,4,0,0,1.0,0.8181818181818182,0
69775,15,8,44,623110.0,6,0,0,1.0,0.5333333333333333,0
69776,7,4,73,624120.0,5,0,0,1.0,0.5714285714285714,0
69782,3,2,397,623310.0,1,0,0,1.0,0.6666666666666666,0
69784,8,4,624,623110.0,6,0,0,1.0,0.5,0
69786,21,10,107,623999.0,15,0,0,1.0,0.47619047619047616,0
69788,13,11,367,623110.0,0,0,0,,0.8461538461538461,0
69800,29,27,274,623110.0,16,0,0,1.0,0.9310344827586207,0
69806,3,0,978,624120.0,5,0,0,1.0,0.0,0
69813,9,5,493,623110.0,5,0,0,1.0,0.5555555555555556,0
69818,2,1,1198,623999.0,0,0,0,,0.5,0
69821,10,7,24,623310.0,13,0,0,1.0,0.7,0
69822,23,18,67,623110.0,19,0,0,1.0,0.782608695652174,0
69823,7,5,141,623110.0,2,0,0,1.0,0.7142857142857143,0
69827,13,3,493,623310.0,6,0,0,1.0,0.23076923076923078,0
69830,29,24,53,623110.0,2,0,0,1.0,0.8275862068965517,0
69833,24,17,19,624120.0,6,0,0,1.0,0.7083333333333334,0
69836,8,5,387,813110.0,3,0,0,1.0,0.625,0
69840,10,9,101,623110.0,0,0,0,,0.9,0
69850,19,14,39,623999.0,2,0,0,1.0,0.7368421052631579,0
69851,13,12,100,623110.0,1,0,0,1.0,0.9230769230769231,0
69853,6,0,443,623110.0,1,0,0,1.0,0.0,0
69854,4,4,954,624120.0,1,0,0,1.0,1.0,0
69856,28,22,32,623110.0,8,0,0,1.0,0.7857142857142857,0
69859,13,9,101,623110.0,15,0,0,1.0,0.6923076923076923,0
69861,9,5,73,623110.0,0,0,0,,0.5555555555555556,0
69862,1,1,79,623999.0,0,0,0,,1.0,0
69875,4,1,128,623110.0,10,0,0,1.0,0.25,0
69883,20,14,29,623110.0,14,1,1,0.9285714285714286,0.7,0
69885,26,22,39,623999.0,4,0,0,1.0,0.8461538461538461,0
69886,44,33,39,624120.0,23,0,0,1.0,0.75,0
69887,18,13,72,813990.0,7,0,0,1.0,0.7222222222222222,0
69899,16,13,25,623110.0,11,0,0,1.0,0.8125,0
69900,5,2,565,623110.0,9,2,2,0.7777777777777778,0.4,0
69907,8,5,96,623110.0,0,0,0,,0.625,0
69914,12,11,96,623110.0,8,0,0,1.0,0.9166666666666666,0
69916,5,5,43,621610.0,3,0,0,1.0,1.0,0
69917,3,0,277,623110.0,3,0,0,1.0,0.0,0
69921,14,10,11,623110.0,2,0,0,1.0,0.7142857142857143,0
69924,27,23,36,623310.0,15,0,0,1.0,0.8518518518518519,0
69931,15,10,30,623110.0,0,0,0,,0.6666666666666666,0
69933,11,8,87,623110.0,0,0,0,,0.7272727272727273,0
69940,20,14,38,623110.0,6,0,0,1.0,0.7,0
69941,22,18,102,623110.0,2,0,0,1.0,0.8181818181818182,0
69956,13,9,37,623110.0,4,0,0,1.0,0.6923076923076923,0
69957,8,5,65,623110.0,4,0,0,1.0,0.625,0
69959,6,5,950,623110.0,1,0,0,1.0,0.8333333333333334,0
69968,15,9,18,623110.0,0,0,0,,0.6,0
69976,5,3,460,623999.0,2,0,0,1.0,0.6,0
69978,8,6,169,623310.0,0,0,0,,0.75,0
69991,1,1,597,623999.0,0,0,0,,1.0,0
69995,10,8,907,623110.0,8,0,0,1.0,0.8,0
69996,13,11,239,623110.0,11,0,0,1.0,0.8461538461538461,0
70000,13,6,51,623110.0,9,0,0,1.0,0.46153846153846156,0
70007,16,12,68,623310.0,8,0,0,1.0,0.75,0
70011,1,1,340,624120.0,0,0,0,,1.0,0
70031,20,15,33,623110.0,32,0,0,1.0,0.75,0
70032,12,5,36,623210.0,3,0,0,1.0,0.4166666666666667,0
70036,10,9,102,623110.0,4,0,0,1.0,0.9,0
70040,15,7,240,623110.0,6,0,0,1.0,0.4666666666666667,0
70054,6,4,983,623110.0,8,0,0,1.0,0.6666666666666666,0
70061,6,5,25,623110.0,2,0,0,1.0,0.8333333333333334,0
70093,23,19,33,623110.0,1,0,0,1.0,0.8260869565217391,0
70113,15,10,74,623110.0,4,0,0,1.0,0.6666666666666666,0
70114,9,2,38,623110.0,2,0,0,1.0,0.2222222222222222,0
70133,7,5,64,623110.0,1,0,0,1.0,0.7142857142857143,0
70169,5,0,1472,623110.0,0,0,0,,0.0,0
70179,13,11,47,623110.0,7,0,0,1.0,0.8461538461538461,0
70186,14,11,64,623110.0,17,2,2,0.8823529411764706,0.7857142857142857,0
70228,13,10,206,623110.0,1,0,0,1.0,0.7692307692307693,0
70235,9,7,100,621610.0,0,0,0,,0.7777777777777778,0
70277,15,11,58,623110.0,11,0,0,1.0,0.7333333333333333,0
70286,1,0,730,623999.0,0,0,0,,0.0,0
70288,10,4,122,623999.0,9,0,0,1.0,0.4,0
70311,2,2,1870,621610.0,2,1,1,0.0,1.0,0
70312,13,11,53,623210.0,6,0,0,1.0,0.8461538461538461,0
70325,3,1,317,623110.0,0,0,0,,0.3333333333333333,0
70331,1,1,702,624230.0,0,0,0,,1.0,0
70356,5,5,275,623110.0,1,0,0,1.0,1.0,0
70358,20,16,40,623110.0,1,0,0,1.0,0.8,0
70408,1,0,424,623999.0,3,0,0,1.0,0.0,0
70424,4,2,798,623110.0,1,0,0,1.0,0.5,0
70425,4,2,143,623110.0,3,0,0,1.0,0.5,0
70428,2,1,220,623999.0,5,0,0,1.0,0.5,0
70497,2,0,759,713950.0,0,0,0,,0.0,0
70533,4,1,52,713950.0,6,0,0,1.0,0.25,0
70545,1,1,1423,713950.0,0,0,0,,1.0,0
70699,19,19,141,713110.0,14,0,0,1.0,1.0,1
70784,62,59,249,711213.0,15,0,0,1.0,0.9516129032258065,0
70817,6,4,1653,713910.0,7,0,0,1.0,0.6666666666666666,0
70826,16,16,79,336410.0,8,0,0,1.0,1.0,0
70885,3,3,429,722511.0,0,0,0,,1.0,0
70887,1,0,851,713910.0,6,0,0,1.0,0.0,0
70975,4,4,351,711217.0,0,0,0,,1.0,0
71004,1,0,529,713910.0,5,0,0,1.0,0.0,0
71008,2,2,401,713910.0,1,0,0,1.0,1.0,0
71059,2,2,380,722410.0,0,0,0,,1.0,0
71075,2,1,201,713940.0,6,1,1,0.8333333333333334,0.5,0
71090,5,3,158,713910.0,7,0,0,1.0,0.6,0
71173,1,1,1432,713940.0,0,0,0,,1.0,0
71180,4,0,80,711217.0,2,0,0,1.0,0.0,0
71196,1,0,1683,913910.0,0,0,0,,0.0,0
71430,2,2,1081,722320.0,0,0,0,,1.0,0
71574,9,2,269,541330.0,4,0,0,1.0,0.2222222222222222,0
71582,3,3,130,418410.0,1,0,0,1.0,1.0,0
71734,9,9,87,541990.0,13,0,0,1.0,1.0,0
72173,2,2,604,531120.0,0,0,0,,1.0,0
72254,5,4,324,812115.0,12,0,0,1.0,0.8,0
73124,12,10,121,812330.0,20,0,0,1.0,0.8333333333333334,0
73150,12,12,211,812330.0,12,0,0,1.0,1.0,0
73151,2,2,1165,812330.0,0,0,0,,1.0,0
73350,4,4,67,812330.0,9,0,0,1.0,1.0,0
73420,9,9,192,812330.0,8,0,0,1.0,1.0,0
74028,3,3,410,812330.0,0,0,0,,1.0,0
74639,1,0,812,722512.0,0,0,0,,0.0,0
74828,4,3,385,721111.0,0,0,0,,0.75,0
74904,3,3,445,721114.0,8,0,0,1.0,1.0,1
75167,3,0,1422,722512.0,1,0,0,1.0,0.0,0
75361,1,0,760,722310.0,0,0,0,,0.0,0
75384,4,1,424,722511.0,4,0,0,1.0,0.25,0
75409,7,4,390,722512.0,5,0,0,1.0,0.5714285714285714,0
75673,7,7,114,722512.0,23,0,0,1.0,1.0,0
75772,3,3,487,722512.0,0,0,0,,1.0,1
75840,1,0,1591,722512.0,0,0,0,,0.0,0
75959,2,2,1590,722511.0,5,0,0,1.0,1.0,0
76205,5,5,1502,722511.0,6,0,0,1.0,1.0,0
76369,3,1,171,722512.0,17,0,0,1.0,0.3333333333333333,0
76518,2,1,1867,722512.0,5,0,0,1.0,0.5,0
76519,3,2,932,722512.0,1,0,0,1.0,0.6666666666666666,0
76666,2,2,64,722512.0,7,0,0,1.0,1.0,0
76804,3,3,283,721114.0,8,0,0,1.0,1.0,1
77086,1,0,77,445299.0,0,0,0,,0.0,0
77178,6,4,44,721114.0,26,0,0,1.0,0.6666666666666666,0
77231,1,1,774,445299.0,0,0,0,,1.0,0
77298,3,0,243,721114.0,1,0,0,1.0,0.0,0
77466,2,1,462,445220.0,0,0,0,,0.5,0
77522,4,0,1451,722511.0,10,0,0,1.0,0.0,1
77588,7,4,201,721113.0,8,0,0,1.0,0.5714285714285714,0
77605,6,4,442,722511.0,5,0,0,1.0,0.6666666666666666,0
77634,5,0,680,721111.0,6,0,0,1.0,0.0,0
77723,1,0,1456,721111.0,0,0,0,,0.0,0
77789,13,7,10,721111.0,20,0,0,1.0,0.5384615384615384,0
77916,3,0,1544,721113.0,4,0,0,1.0,0.0,0
77993,4,4,101,722512.0,3,0,0,1.0,1.0,0
78399,2,0,134,721111.0,4,0,0,1.0,0.0,0
78497,3,0,193,721211.0,0,0,0,,0.0,0
78499,1,0,305,812210.0,0,0,0,,0.0,0
78516,1,0,1143,722511.0,2,0,0,1.0,0.0,0
78761,3,0,77,722512.0,0,0,0,,0.0,0
78832,6,6,107,721111.0,0,0,0,,1.0,0
78949,1,1,836,722511.0,0,0,0,,1.0,0
79052,2,0,600,721114.0,0,0,0,,0.0,0
79153,2,1,123,721111.0,6,0,0,1.0,0.5,0
79392,1,1,267,721114.0,0,0,0,,1.0,0
79442,3,3,1305,722410.0,1,0,0,1.0,1.0,0
79599,1,1,575,721111.0,0,0,0,,1.0,0
79630,3,3,508,721111.0,1,0,0,1.0,1.0,0
79719,6,1,173,721114.0,5,0,0,1.0,0.16666666666666666,0
79723,5,4,554,721111.0,6,0,0,1.0,0.8,0
79733,5,0,501,721114.0,5,0,0,1.0,0.0,0
79799,7,5,806,721114.0,4,1,1,0.75,0.7142857142857143,0
79833,3,0,199,623310.0,6,0,0,1.0,0.0,0
79837,5,3,115,721111.0,2,0,0,1.0,0.6,0
79874,19,18,165,721111.0,5,0,0,1.0,0.9473684210526315,0
79892,5,0,443,721111.0,2,0,0,1.0,0.0,0
80067,1,0,1182,721114.0,6,0,0,1.0,0.0,0
80085,6,5,553,721111.0,5,0,0,1.0,0.8333333333333334,0
80091,1,0,1718,721114.0,1,0,0,1.0,0.0,0
80539,1,0,123,722410.0,1,0,0,1.0,0.0,0
80549,5,0,536,721212.0,0,0,0,,0.0,0
80594,4,4,115,722512.0,15,0,0,1.0,1.0,0
80757,7,7,460,721111.0,7,0,0,1.0,1.0,0
80762,4,4,156,722320.0,1,0,0,1.0,1.0,0
80821,7,6,184,713992.0,4,0,0,1.0,0.8571428571428571,0
80923,6,6,1088,812220.0,3,0,0,1.0,1.0,1
80947,3,3,215,621390.0,0,0,0,,1.0,0
81201,3,3,221,332710.0,0,0,0,,1.0,1
81245,5,5,424,335210.0,1,0,0,1.0,1.0,0
81305,9,9,823,331210.0,13,1,1,0.9230769230769231,1.0,0
81322,2,2,110,332319.0,9,0,0,1.0,1.0,0
81331,14,13,247,332319.0,3,0,0,1.0,0.9285714285714286,0
81335,10,9,1244,332311.0,15,1,1,0.9333333333333333,0.9,0
81436,5,5,1542,331210.0,26,2,2,0.9230769230769231,1.0,0
81477,12,4,499,332999.0,3,0,0,1.0,0.3333333333333333,0
81829,3,0,711,441220.0,7,1,1,0.8571428571428571,0.0,0
81861,2,2,828,811490.0,3,0,0,1.0,1.0,0
82012,2,0,71,561722.0,2,0,0,1.0,0.0,0
82127,10,7,191,418990.0,9,0,0,1.0,0.7,0
82304,5,4,572,811119.0,14,0,0,1.0,0.8,0
82419,6,6,1522,713940.0,2,0,0,1.0,1.0,0
82578,3,2,544,713940.0,2,0,0,1.0,0.6666666666666666,0
82638,3,3,557,624190.0,0,0,0,,1.0,0
82746,5,2,337,812330.0,1,0,0,1.0,0.4,0
82752,3,3,9,519190.0,2,0,0,1.0,1.0,0
82808,3,3,268,611690.0,0,0,0,,1.0,0
82953,2,2,299,812910.0,1,0,0,1.0,1.0,0
83004,9,2,576,212220.0,3,1,1,0.6666666666666666,0.2222222222222222,0
83028,1,1,571,912910.0,0,0,0,,1.0,0
83077,5,5,488,912910.0,1,0,0,1.0,1.0,0
83078,1,1,330,912910.0,0,0,0,,1.0,0
83145,4,4,515,912140.0,0,0,0,,1.0,0
83164,4,4,19,912910.0,2,0,0,1.0,1.0,0
83182,1,1,206,912910.0,2,0,0,1.0,1.0,0
83210,5,2,262,624110.0,1,0,0,1.0,0.4,0
83610,6,5,626,912110.0,0,0,0,,0.8333333333333334,0
83705,10,10,73,913910.0,3,0,0,1.0,1.0,0
83717,3,3,1194,912910.0,0,0,0,,1.0,0
83719,2,2,878,913130.0,0,0,0,,1.0,0
83721,16,15,108,912910.0,0,0,0,,0.9375,0
83728,46,45,200,912120.0,11,0,0,1.0,0.9782608695652174,0
83729,2,1,318,912120.0,0,0,0,,0.5,0
83735,16,12,158,912120.0,6,1,1,0.6666666666666666,0.75,0
83736,33,32,15,912120.0,12,0,0,1.0,0.9696969696969697,0
83739,35,32,192,912120.0,20,0,0,0.95,0.9142857142857143,0
83749,28,26,9,912120.0,4,0,0,1.0,0.9285714285714286,0
83755,18,17,367,912120.0,5,0,0,1.0,0.9444444444444444,0
83757,33,30,80,912120.0,1,0,0,1.0,0.9090909090909091,0
83761,12,11,18,912120.0,2,0,0,1.0,0.9166666666666666,0
83767,20,19,236,912910.0,11,0,0,1.0,0.95,0
83773,12,5,44,912120.0,11,0,0,1.0,0.4166666666666667,0
83779,18,12,85,912910.0,8,0,0,1.0,0.6666666666666666,0
83797,23,23,143,912120.0,3,0,0,1.0,1.0,0
83798,131,126,17,912120.0,60,2,2,0.9666666666666667,0.9618320610687023,0
83804,41,39,28,912120.0,17,0,0,1.0,0.9512195121951219,0
83828,4,2,177,912910.0,0,0,0,,0.5,0
83855,4,2,255,624110.0,0,0,0,,0.5,0
83858,34,32,10,912120.0,12,0,0,1.0,0.9411764705882353,0
83911,3,3,358,912130.0,0,0,0,,1.0,0
84016,5,5,214,912130.0,1,0,0,1.0,1.0,0
84084,9,8,17,611690.0,2,0,0,1.0,0.8888888888888888,0
84087,23,10,72,212220.0,8,0,0,1.0,0.43478260869565216,1
84088,43,22,72,212220.0,107,6,6,0.9439252336448598,0.5116279069767442,0
84096,8,3,256,913910.0,0,0,0,,0.375,0
84099,4,0,974,913910.0,0,0,0,,0.0,0
84131,6,5,173,913190.0,2,0,0,1.0,0.8333333333333334,0
84145,3,3,376,562210.0,2,0,0,1.0,1.0,0
84163,19,17,254,913910.0,8,1,1,0.875,0.8947368421052632,0
84171,4,4,508,913910.0,0,0,0,,1.0,0
84193,3,2,1031,913910.0,1,0,0,1.0,0.6666666666666666,0
84199,5,4,355,913910.0,0,0,0,,0.8,0
84225,5,1,1088,913910.0,4,0,0,1.0,0.2,1
84237,1,1,962,562110.0,0,0,0,,1.0,0
84264,5,5,157,913910.0,0,0,0,,1.0,0
84303,3,3,459,913910.0,0,0,0,,1.0,0
84315,8,5,39,913910.0,1,0,0,1.0,0.625,0
84316,6,5,346,913140.0,3,0,0,1.0,0.8333333333333334,0
84319,4,4,862,913910.0,3,1,1,0.6666666666666666,1.0,0
84331,8,4,26,913910.0,2,0,0,1.0,0.5,0
84352,3,1,1662,238990.0,2,0,0,1.0,0.3333333333333333,0
84377,1,1,669,913910.0,0,0,0,,1.0,0
84383,8,8,136,913910.0,0,0,0,,1.0,0
84469,5,5,311,913910.0,1,0,0,1.0,1.0,0
84477,9,8,113,221119.0,2,0,0,1.0,0.8888888888888888,0
84498,2,2,1878,912140.0,0,0,0,,1.0,0
84521,11,10,562,913910.0,3,0,0,1.0,0.9090909090909091,0
84525,11,11,170,913910.0,2,0,0,1.0,1.0,0
84533,2,2,247,913140.0,0,0,0,,1.0,0
84537,5,2,507,237310.0,1,0,0,1.0,0.4,1
84538,6,0,967,913910.0,0,0,0,,0.0,0
84574,2,2,1527,913910.0,0,0,0,,1.0,0
84614,1,1,438,913910.0,0,0,0,,1.0,0
84623,1,1,268,488490.0,0,0,0,,1.0,0
84667,46,3,19,811121.0,9,2,2,0.7777777777777778,0.06521739130434782,0
84670,5,1,25,913910.0,0,0,0,,0.2,0
84673,1,0,1565,913910.0,0,0,0,,0.0,0
84700,5,0,605,811310.0,12,1,1,0.9166666666666666,0.0,0
84713,10,2,556,913910.0,6,0,0,1.0,0.2,0
84745,10,7,86,913910.0,1,0,0,1.0,0.7,0
84783,1,1,579,562990.0,0,0,0,,1.0,0
84830,1,1,1746,913910.0,0,0,0,,1.0,0
84865,3,3,1445,913910.0,3,0,0,1.0,1.0,1
84880,8,5,61,913910.0,0,0,0,,0.625,0
84888,4,0,326,913910.0,0,0,0,,0.0,0
84899,6,5,319,913910.0,0,0,0,,0.8333333333333334,0
84928,11,8,297,913910.0,3,0,0,1.0,0.7272727272727273,0
84938,3,0,1286,913910.0,3,0,0,1.0,0.0,0
84961,8,8,277,913910.0,0,0,0,,1.0,0
84963,7,3,977,913910.0,0,0,0,,0.42857142857142855,0
84991,5,2,208,913910.0,0,0,0,,0.4,0
85038,2,1,228,913910.0,0,0,0,,0.5,0
85170,75,4,10,913910.0,22,1,1,0.9545454545454546,0.05333333333333334,0
85171,6,1,1173,913910.0,8,1,1,0.875,0.16666666666666666,0
85176,5,3,171,913910.0,1,0,0,1.0,0.6,0
85179,10,5,698,913910.0,6,0,0,1.0,0.5,0
85211,1,1,2035,913130.0,0,0,0,,1.0,0
85270,2,2,521,913910.0,2,0,0,1.0,1.0,0
85348,3,3,18,913110.0,1,0,0,0.0,1.0,0
85356,1,1,1878,913910.0,2,0,0,1.0,1.0,0
85357,5,1,291,221310.0,16,2,2,0.875,0.2,0
85535,6,6,137,621911.0,0,0,0,,1.0,0
85558,1,1,109,621911.0,0,0,0,,1.0,0
85602,2,0,1921,913910.0,1,0,0,1.0,0.0,0
85653,1,1,344,441110.0,0,0,0,,1.0,0
85659,8,3,438,913910.0,5,0,0,1.0,0.375,1
85711,2,2,1241,913910.0,0,0,0,,1.0,0
85718,2,2,1197,913910.0,0,0,0,,1.0,0
85744,7,3,1045,913910.0,3,0,0,1.0,0.42857142857142855,0
85786,20,20,11,913120.0,22,0,0,1.0,1.0,0
85897,1,1,323,913130.0,0,0,0,,1.0,0
85905,1,1,30,913130.0,0,0,0,,1.0,0
85955,1,1,129,913130.0,0,0,0,,1.0,0
85967,17,15,59,913130.0,11,0,0,0.9090909090909091,0.8823529411764706,0
86000,3,3,346,913130.0,0,0,0,,1.0,0
86040,20,12,662,212393.0,21,1,1,0.9047619047619048,0.6,0
86042,97,66,3,212393.0,135,3,3,0.9777777777777777,0.6804123711340206,1
86053,13,1,206,212323.0,40,4,14,0.9,0.07692307692307693,0
86056,1,0,1654,212323.0,4,1,1,0.75,0.0,0
86057,6,1,656,212323.0,11,0,0,1.0,0.16666666666666666,0
86172,6,0,144,212323.0,0,0,0,,0.0,0
86179,5,0,569,212323.0,8,0,0,1.0,0.0,0
86190,3,0,25,212323.0,2,0,0,1.0,0.0,0
86209,2,0,815,212323.0,2,0,0,1.0,0.0,0
86211,4,0,290,212323.0,5,0,0,1.0,0.0,0
86221,1,0,1227,212323.0,1,0,0,1.0,0.0,0
86250,2,0,1278,212323.0,0,0,0,,0.0,0
86257,1,0,1131,212323.0,3,0,0,1.0,0.0,0
86269,4,0,256,212323.0,7,1,2,0.8571428571428571,0.0,0
86367,8,3,352,212323.0,28,1,1,0.9642857142857143,0.375,0
86371,1,0,1873,212323.0,0,0,0,,0.0,0
86376,7,2,424,212323.0,14,0,0,1.0,0.2857142857142857,0
86377,7,2,401,212323.0,4,0,0,1.0,0.2857142857142857,0
86378,8,1,568,212323.0,35,3,9,0.9142857142857143,0.125,0
86448,14,5,19,212315.0,20,0,0,1.0,0.35714285714285715,0
86462,5,0,773,212323.0,12,1,1,0.9166666666666666,0.0,0
86473,11,0,227,212323.0,29,0,0,1.0,0.0,1
86546,12,3,206,212323.0,35,4,10,0.8857142857142857,0.25,1
86547,7,0,213,212323.0,9,0,0,1.0,0.0,0
86549,5,0,191,212323.0,4,0,0,1.0,0.0,0
86591,1,0,1292,212323.0,1,0,0,1.0,0.0,0
86767,5,0,75,212314.0,13,0,0,1.0,0.0,0
86898,5,0,25,212314.0,11,0,0,1.0,0.0,0
86922,14,0,40,212315.0,19,0,0,1.0,0.0,0
86968,6,0,1375,212314.0,13,1,7,0.9230769230769231,0.0,0
86987,4,0,68,212315.0,9,1,1,0.8888888888888888,0.0,0
87037,9,1,32,212323.0,18,2,4,0.8888888888888888,0.1111111111111111,0
87061,14,0,16,212314.0,25,0,0,1.0,0.0,0
87090,5,0,99,212323.0,2,0,0,1.0,0.0,0
87102,4,0,39,212323.0,3,0,0,1.0,0.0,0
87104,6,0,505,212323.0,4,0,0,1.0,0.0,0
87106,3,0,747,212314.0,0,0,0,,0.0,0
87203,7,2,352,212314.0,8,0,0,1.0,0.2857142857142857,0
87273,4,0,74,212323.0,0,0,0,,0.0,1
